track_id;mbtags;title;artist_name;release;artist_hot;song_hot;danceability;year;tempo;time_signature;asr;mean_section_start;mean_beats_start;mean_bars_start;mean_tatums_start;key;mode;mean_segments_loudness_start;mean_segments_loudness_max_time;max_segments_loudness;mean_segments_timbre;mean_segments_pitches;first_segments_start;start_of_fade_out;loudness;energy
b'TRAUYYW128F92E9E8F';b'punk';b'Louie Louie';b'Eddie and the Subtitles';b'Fuck You Eddie!';0.307675417079;0.265861049211;0.0;0;154.072;4;22050;61.05067375;69.7505437151;68.7826453933;69.653567067;1;0;-22.2921609848;0.0461162121212;-11.997;4.41616745581;0.451606218434;0.20612;138.228;-14.489;0.0
b'TRAUYZG12903CDA4E9';b'hard rock';"b""This Ain't A Love Song""";b'Bon Jovi';b'These Days- Special Edition';0.71889145567;nan;0.0;1995;91.775;3;22050;213.074798;210.602586364;207.389761534;210.602490024;8;1;-18.9624835165;0.0816158141858;-2.908;6.04064285714;0.2807501665;0.36862;420.705;-7.984;0.0
b'TRAUYOD128F42647FE';NA;b'Good Texan';b'The Vaughan Brothers';b'Family Style';0.364914034535;0.75606801081;0.0;1990;142.372;4;22050;139.542022727;130.586216806;129.954472792;130.656409764;9;1;-26.4603783045;0.0440806654512;-4.586;2.72392038894;0.364819811607;0.0785;249.812;-9.759;0.0
b'TRAUYRJ12903CE6C00';b'folk';b'Dontchaletmecatchya';b'The Wiyos';b'Broken Land Bell';0.315511340858;0.0;0.0;0;192.831;1;22050;77.490429;92.029615777;92.029615777;92.0294663652;7;1;-22.2605795328;0.0469074082314;-4.749;2.63209797924;0.352418335187;0.50807;182.753;-9.866;0.0
b'TRAUYKN128F933067A';NA;b'Prospection';b'Henri Pousseur';b'Electronic experimental and microtonal 1953-1999';0.257515403474;nan;0.0;0;65.919;1;22050;129.651402;145.61966;145.61966;145.472488366;0;1;-40.2102356021;0.0500569284468;-12.867;5.00428199535;0.300563990692;0.64676;281.954;-22.235;0.0
b'TRAUYLE128F424C824';NA;b'Neglected';b'Marygold';"b""Turned Left But Don't Know If It Was Right""";0.316315266064;nan;0.0;0;133.857;1;22050;82.610725;110.049109061;110.049109061;110.049200398;7;0;-14.1912077295;0.0441067874396;-1.534;-3.94301570048;0.323370974235;0.3976;220.595;-4.682;0.0
b'TRAUYXI12903CC7355';NA;b'Soul of Ethiopia';b'Oh No';b'Dr. No\x19s Ethiopium';0.426777820116;0.505487343149;0.0;2009;128.116;3;22050;45.9262416667;54.50170107;54.267996125;54.5005663093;3;1;-20.0676421801;0.0590971800948;-2.628;5.32911255924;0.36095300158;0.19542;105.471;-7.1;0.0
b'TRAUYLT128F427538E';b'industrial rock';b'Chase The Light';b'Dope Stars Inc.';b'Make A Star';0.426035662099;0.533370878316;0.0;2006;154.998;4;22050;102.97394;113.967753277;113.193591224;113.967748386;11;0;-12.0185264395;0.0479166627497;-1.728;9.19123844497;0.397971993733;0.13637;212.759;-4.741;0.0
b'TRAUACD12903CEF021';NA;b'Tables Turn';b'Ann Nesby';b'This Is Love';0.422575523417;0.265861049211;0.0;0;88.008;4;22050;96.6119988889;120.191879122;118.832993563;120.362055354;11;0;-24.20912;0.0577365818182;-2.494;12.3415070707;0.331256666667;0.50181;235.665;-8.578;0.0
b'TRAUAHG128F931C55F';b'electronic';b'Heal (The Separation) [PM Dawn Alt. Lead Mix]';b'The Shamen';b'Heal (The Separation)';0.393660867924;0.0;0.0;1996;109.96;4;22050;119.699999167;139.829010078;139.010576693;139.692663193;10;0;-19.2369858268;0.0319742519685;-5.192;-0.45446988189;0.306752952756;0.43261;267.86;-9.198;0.0
b'TRAUARF128F9337BD4';b'rock and indie';b'Motivator';b'Midwest Product';b'World Series Of Love';0.348332908981;0.503381236206;0.0;2003;141.002;4;22050;129.195877692;150.069873711;149.0060588;150.069886563;10;1;-24.3561175637;0.0336869263456;-2.299;7.63269475921;0.316018531634;0.25841;301.74;-8.874;0.0
b'TRAUALM128E0784FF4';NA;b'Carol of the Bells (Album Version)';b'Danny Wright';b'An Intimate Christmas';0.365302190974;0.405115721691;0.0;0;95.995;3;22050;110.497603636;110.919625028;108.939297895;110.779880356;7;0;-29.4433642857;0.04703625;-6.017;-0.0485397321429;0.262073958333;0.14866;217.722;-17.041;0.0
b'TRAUALF128E0781331';b'trip rock';b'Rock The House (Explicit)';b'Gorillaz';b'Gorillaz';0.605191152965;0.813305209271;0.0;2001;171.918;4;22050;112.968139167;123.539153828;122.666866023;123.539198243;1;1;-21.1474132841;0.0516002398524;-2.69;3.68956257688;0.422100015375;0.39179;245.005;-7.033;0.0
b'TRAUAZA12903CE27E8';NA;b'East West';b'Thomas Battenstein';b'Light & Colours';0.0;nan;0.0;0;134.132;5;22050;150.586613077;170.252594011;169.139084636;170.253530286;5;1;-26.2545336049;0.0391317311609;-5.486;-6.13308010862;0.353772290111;0.26408;334.373;-13.774;0.0
b'TRAUAMA128C71965E5';b'reggae';b'The Invasion (Aka Black Wa Da Da)';b'Burning Spear';b'Chant Down Babylon: The Island Anthology';0.465270210086;0.607036690746;0.0;0;146.392;4;22050;148.791400769;164.538771155;163.719965473;164.538545494;9;1;-34.1755954907;0.0407440517241;-6.107;14.4068243811;0.367553381963;0.46739;317.243;-12.763;0.0
b'TRAUAZA128F424847C';NA;b'IV';b'From Autumn To Ashes';"b""Too Bad You're Beautiful""";0.50545315343;0.512253654303;0.0;2002;97.169;3;22050;71.6765342857;69.9342483913;67.7604487838;69.9345428105;4;0;-20.238563981;0.0587563981043;-8.128;-4.22462164297;0.175761058452;0.15048;134.565;-12.063;0.0
b'TRAUAIF128F931AABA';NA;b'La petite boite en fer';b'Mademoiselle Sane';b'La petite boite en fer';0.352620791136;0.0;0.0;0;63.154;4;22050;86.205313;103.680912329;102.104688654;103.917426781;11;0;-25.9197803838;0.0719673773987;-6.046;-4.60366542289;0.245178216063;0.43918;203.709;-11.875;0.0
b'TRAUAQR128F9349BE2';NA;b'Jesus_ Lover Of My Soul (Bonus Stereo Trax)';b'Passion';b'Passion: Oneday Live With Road To Oneday Bonus Trax (Stereo Accompaniment Tracks)';0.392469141124;0.0;0.0;0;114.303;4;22050;124.498263333;125.025967547;123.747637034;125.026108017;10;1;-29.6903364929;0.0457479778831;-8.221;-17.3866323065;0.203649025803;0.3454;243.241;-16.307;0.0
b'TRAUDWB128F9318EA4';b'hip hop rnb and dance hall';b'This Is For My Bitches';b'Jim Jones featuring Oshy';b'Pray IV Reign';0.528614974324;0.445699275202;0.0;2009;121.978;4;22050;120.319121667;111.155701435;110.174402768;111.155799945;6;1;-20.4784265809;0.0463215969989;0.314;9.96187084673;0.367905501965;0.19478;219.794;-4.62;0.0
b'TRAUDIU128F933AD92';NA;"b""Blowin' In the Wind""";b'Ben Sidran';b'Dylan Different';0.356795543167;0.221548659914;0.0;2009;68.479;5;22050;117.539566667;150.553503256;154.54051;150.335873069;5;1;-29.3121216783;0.0714974265734;-8.711;-11.7043193473;0.292256643357;2.64467;291.933;-17.336;0.0
b'TRAUDNM12903CDEF32';NA;b'Let It All Go';b'Krayzie Bone';b'Lyrical Paraphernalia';0.440715114584;0.434838090261;0.0;0;181.03;4;22050;79.966473;87.3793363188;86.3847765649;87.3793579392;6;1;-14.6507911548;0.0532536363636;-0.757;3.91050563063;0.334008292383;0.1302;175.542;-4.982;0.0
b'TRAUDZF128F147217A';NA;"b'Pete\'s Crusade (12"" Version) (2006 Digital Remaster)'";b'Light Of The World';b'Anthology: Addicted To Funk';0.365841574068;nan;0.0;0;120.878;4;22050;124.476325833;124.452440119;122.97135368;124.452362433;0;1;-25.38641893;0.0394011769547;-6.614;8.20039883402;0.3957978738;0.39175;241.006;-12.262;0.0
b'TRAUDFG128F423AC77';NA;b'Q1.1 Edit';b'Basic Channel';b'BCD';0.360200447869;0.499752327989;0.0;1995;160.546;5;22050;24.2061625;30.1579245963;29.224054375;30.15796613;10;0;-32.7345033113;0.0458025165563;-17.28;-2.21281567329;0.505662803532;0.26993;54.161;-23.563;0.0
b'TRAUDRC128F148D15E';b'uk';b'Hummingbird';b'Jimmy Page';b'Outrider';0.424940330803;0.563755208391;0.0;1988;139.015;4;22050;142.050162143;159.938661785;158.646150919;159.831031799;0;1;-24.0097394137;0.0656880564604;-8.196;0.990461907347;0.294788183134;0.5254;315.588;-13.865;0.0
b'TRAUDHC12903CE6B13';NA;"b""She Don't Belong To You""";b'Sue Foley';b'Ten Days In November';0.402203101511;0.334706549069;0.0;1998;105.21;4;22050;94.073619;111.181843918;110.326791875;111.182075006;7;1;-15.8272540761;0.0562645652174;-0.854;5.23976947464;0.276259737319;0.40571;214.43;-6.278;0.0
b'TRAUDIS12903CC453A';NA;b'Here You Come Again (LP Version)';b'Barry Mann';b'Soul & Inspiration';0.362411931074;0.0;0.0;0;106.687;4;22050;67.4388066667;83.8137898322;82.4146639189;83.9540589262;1;1;-23.2675095785;0.0600078927203;-3.874;9.32382630907;0.261150702427;0.20748;153.635;-9.741;0.0
b'TRAUDYH128F9301EF1';b'post-punk';b'The Sound Of Music - [High Wycombe Town Hall Live 13 July 1979] (Sound Check)';b'Joy Division';"b""Still [Collector's Edition]""";0.57629465114;0.400039656955;0.0;0;117.339;4;22050;113.587326667;122.316871208;120.52806437;122.316751616;1;0;-14.5710655957;0.055630107095;-2.346;-0.512525769746;0.487135095939;0.51125;245.342;-6.521;0.0
b'TRAUDRR128F1484388';NA;b'Departure / End Title (Love Theme From Night Of Dark Shadows)';b'Dark Shadows';b'House Of Dark Shadows and Night Of Dark Shadows';0.24251484921;nan;0.0;0;61.349;5;22050;55.070086;55.7380489474;48.3406375;55.5440932692;7;1;-30.2461580189;0.0921122169811;-11.907;2.38974095912;0.240663718553;0.20703;109.07;-21.277;0.0
b'TRAUDSV128F425E8A3';NA;b'Brother Can You Spare A Dime (Album Version)';b'Jim Kweskin with Samoa Wilson';b'Now And Again';0.296823950795;nan;0.0;0;74.045;4;22050;165.866496;160.611732329;154.441628478;160.342145612;9;1;-24.2178466667;0.0624839047619;-4.674;-2.10196984127;0.289799285714;0.32222;315.623;-12.375;0.0
b'TRAUDGS128F92FC6AE';NA;b'You\x19re nobody till somebody loves you';b'Mills Brothers';b'Paper Doll';0.388359616509;nan;0.0;0;124.906;4;22050;28.2473866667;39.0656150625;37.4101878947;38.9444939687;2;1;-17.6748157895;0.0744320300752;-2.605;-0.781946741855;0.325133145363;0.22934;79.647;-7.704;0.0
b'TRAUZAP128F92F281A';NA;b'A.C.A.B. (Bumper Sessions)';b'4 Skins';b'Singles And Rarities';0.0;nan;0.0;0;140.52;1;22050;33.687035;43.7671035294;43.7671035294;43.7669371883;4;1;-13.5674233333;0.0640613666667;-4.73;9.80786388889;0.468280833333;0.46095;85.095;-7.238;0.0
b'TRAUZLI128E0791D51';b'easy listening soundtracks and musicals';b'Are You There (With Another Girl)';b'Burt Bacharach';b'Reach Out';0.470790249527;nan;0.0;1967;115.756;3;22050;77.866987;83.5761180805;83.0568298131;83.5760433643;7;1;-25.9027911025;0.0751203094778;-4.795;5.25016682785;0.304112508059;0.25333;167.822;-13.04;0.0
b'TRAUZVU12903CC050D';NA;"b""Remember (Walkin' In the Sand)""";b'The Shangri-Las';b'100 Love Evergreen';0.418216518195;nan;0.0;1964;65.771;4;22050;65.38953;66.8638214384;65.4853930556;66.5586875114;10;1;-24.2911135647;0.0789431230284;-8.131;1.92266298633;0.299329915878;0.92095;123.135;-13.53;0.0
b'TRAUZTB128F422730F';b'classic pop and rock';b'Intro';b'The Chi-Lites';b'Greatest Hits Live';0.403000799032;nan;0.0;0;138.501;4;22050;51.90109625;125.929312534;125.539274;126.036614152;5;1;-27.3351365854;0.0980369268293;-10.282;3.47120447154;0.371890108401;3.49737;251.271;-16.218;0.0
b'TRAUZFR128F93381F4';NA;b'Copacabana';b'Sivuca';b'Samba Nouvelle Vague';0.324334204809;nan;0.0;0;148.046;4;22050;57.6830188889;67.4535687688;66.6437582927;67.4536506747;7;0;-25.4670338681;0.06173942959;-10.288;4.2858744801;0.282348633393;0.51973;134.223;-16.469;0.0
b'TRAUZLI128F427EA58';b'soundtrack';b'The Stranger';b'James Horner';b'The Missing';0.491828704353;0.401502462885;0.0;2003;186.138;4;22050;114.683281667;108.580312744;108.250443976;108.580885528;2;0;-38.5888636364;0.107863763636;-24.383;-4.50321742424;0.291902272727;0.6356;213.188;-30.387;0.0
b'TRAUZFY128F42BCE57';NA;b'No Good In Goodbye';b'Jason Michael Carroll';"b""Waitin' In The Country""";0.524467224072;0.490904200542;0.0;2007;87.712;4;22050;111.529365833;109.776193187;108.746999114;109.776318009;2;1;-11.757484472;0.0594290217391;-0.303;5.22788159938;0.330591614907;0.13646;219.347;-3.662;0.0
b'TRAUZTO128F92F1E6C';NA;"b""Tappin' Out (LP Version)""";b'The Katies';b'The Katies';0.262371625485;nan;0.0;0;155.193;1;22050;84.7592236364;97.3873923108;97.3873923108;97.2902050398;2;1;-14.0455956007;0.0512724873096;-2.999;0.812649887197;0.360614072194;0.20141;192.534;-6.077;0.0
b'TRAUZED128F4274561';b'uk';b'Tenderly';b'Eddie Calvert';b'Memories Of You';0.310544672135;nan;0.0;0;130.598;7;22050;66.6935914286;83.949606059;82.1460271698;84.0623725603;7;1;-29.1511029963;0.0999666666667;-9.439;18.120480025;0.239218008739;0.31615;163.271;-19.941;0.0
b'TRAUZOU128F4260C88';NA;b'Nan\xc3\xa3';b'Mario Telles';b'Mario Telles';0.199368969844;nan;0.0;1962;97.34;4;22050;96.889073;105.123837588;103.578637738;105.124077195;2;1;-18.2402710744;0.0747022644628;-2.603;7.31674063361;0.298573415978;0.18286;207.482;-9.989;0.0
b'TRAUZTR128F9351D2A';b'pop';b'I Wanna Be Where You Are';b'Michael Jackson';b'Hello World - The Motown Solo Collection';0.766545450757;nan;0.0;1972;207.544;4;22050;72.1399288889;88.5212837438;87.9417259868;88.5211270386;4;0;-20.7179147381;0.0514771498173;-2.973;10.3641258628;0.394494620382;0.14803;162.975;-8.962;0.0
b'TRAUZKB128F4287ED6';NA;b'NOT IN LOVE';b'The Scare';b'Chivalry';0.40491001355;0.396700138417;0.0;0;95.33;3;22050;86.48104;106.842804854;106.029279905;106.842484204;9;0;-12.3171383178;0.0806169719626;-2.021;9.10637461059;0.394835046729;0.53692;211.598;-4.692;0.0
b'TRAUBNN128F4298B31';b'reggae';b'Destiny';b'Buju Banton';b'Inspirational Vibes';0.505883168684;nan;0.0;1997;134.941;4;22050;115.292263846;118.438585047;117.991483939;118.438698382;1;0;-17.4620867294;0.0514384117032;-4.594;3.14517729014;0.39485667015;0.1941;235.386;-7.38;0.0
b'TRAUBMP128F9307E1C';b'rock and indie';b'You Know How I Do [Live From Bamboozle]';b'Taking Back Sunday';b'Live From Bamboozle 2009';0.5723739799;0.360370582712;0.0;0;165.145;4;22050;96.0564888889;113.750228832;113.022739167;113.750271049;3;1;-10.8875772994;0.100614344423;-3.46;5.56082534247;0.443420091324;0.6302;227.578;-5.534;0.0
b'TRAUBYD12903CEB7FF';NA;b'Fanfara';b'Save As';b'Chillhouse Planet_ Vol. 2';0.0;nan;0.0;0;85.33;3;22050;88.4320875;114.123078831;113.420179159;114.357487415;10;0;-32.4866769759;0.0304275687285;-5.519;13.0311429696;0.379116695304;0.19397;224.583;-11.042;0.0
b'TRAUBKK128F4254C97';NA;b'Breath Of Fresh Air';b'Warrior King';b'Virtuous Woman';0.413237883925;0.565451012174;0.0;2002;83.831;1;22050;104.802036667;112.238708371;112.238708371;112.1476866;0;0;-17.1673105836;0.0632884272997;-3.273;7.47804063633;0.373336795252;0.1595;220.578;-6.937;0.0
b'TRAUBOA128F9312C2D';NA;b'La Nuit';b'Patrick Eudeline';b'Mauvaise Etoile';0.0;nan;0.0;0;116.975;3;22050;73.9112422222;92.6919236288;91.6623301681;92.6917650485;9;0;-17.1562857143;0.071490887218;-2.455;-0.551260275689;0.321345864662;0.1654;183.31;-8.969;0.0
b'TRAUBPL128F92E34F4';NA;b'Io Vivo';b'Piero Esteriore';b'Io Vivo';0.182219808816;nan;0.0;0;100.071;4;22050;120.250332222;121.891789975;120.992381782;122.041603658;0;1;-15.1941400283;0.0639115983027;-2.866;6.41232850071;0.317288661009;0.41506;238.022;-6.212;0.0
b'TRAUBMV12903CA3379';NA;b'La chanson des gen\xc3\xaats';b'Jean Lumi\xc3\xa8re';"b""Best of 40's and 50's_ Vol. 131""";0.261822385496;0.0;0.0;0;124.113;1;22050;78.9242644444;88.603517027;88.603517027;88.603517027;5;1;-19.8969054622;0.11555552521;-6.174;-1.47113270308;0.31275052521;0.37991;174.765;-11.333;0.0
b'TRAUBDS128F931A703';NA;b'Gallows (Album Version)';b'Atreyu';b'Congregation of the Damned';0.592439485528;nan;0.0;2009;138.536;4;22050;79.200651;103.437630209;103.128293333;103.329528779;5;0;-10.154109127;0.0886656944444;-1.457;7.28940376984;0.470765376984;0.12458;208.666;-3.639;0.0
b'TRAUBRC128F92EF13F';NA;b'She Left Me A Mule ';b'Sonny Landreth';b'Voices Of Americana: Sonny Landreth';0.369102689281;0.334706549069;0.0;1999;87.669;1;22050;99.7352542857;103.976347822;103.976347822;104.204725754;6;0;-24.3376964706;0.0470953176471;-7.609;2.02008470588;0.313015588235;0.14726;205.357;-12.617;0.0
b'TRAUBHS128F426F902';NA;b'Ay Nare Nare';b'Grup Knar';b'Anadolu Ermeni Halk M\xc3\xbczigi';0.252305197035;0.0;0.0;0;120.093;1;22050;191.608054444;193.900824738;193.900824738;193.903698135;2;1;-19.9100314557;0.0721324725677;-4.32;3.65150505974;0.284138624726;0.62984;370.231;-9.421;0.0
b'TRAUBQD12903CBEE9A';NA;b'Caf\xc3\xa9 Sarajevo';b'Lara';b'Petit Coeur Assassin';0.306947608643;nan;0.0;0;109.318;4;22050;82.65193125;95.0936917493;93.9946012941;95.0945852847;9;1;-25.818554878;0.0589358384146;-4.057;0.947146468496;0.305817073171;0.28653;188.25;-11.809;0.0
b'TRAUFLM128F42AECDC';b'pop';b'Someday (I Will Understand)';b'Britney Spears';b'Someday (I Will Understand)';0.607257279581;nan;0.0;2005;0.0;1;22050;nan;nan;nan;0.391985;3;1;-39.17625;0.0391075;-21.081;2.42420833333;0.205354166667;0.50259;1.044;-23.555;0.0
b'TRAUFRK128F147C548';b'american underground';"b""Don't It (make Your Troubles Seem Small) (Album Version)""";b'Soul Asylum';b'Made To Be Broken';0.466775621926;0.372530039366;0.0;1986;195.005;1;22050;78.55125125;82.9530142936;82.9530142936;82.9523590083;0;1;-17.1472868369;0.0555317092338;-8.401;5.49862770138;0.480053700065;0.19215;160.589;-11.71;0.0
b'TRAUFDN128E07926A5';NA;b'Sista';b'City High';b'City High';0.401090253662;0.427446571488;0.0;2001;159.975;4;22050;87.6005244444;115.516378553;115.141412157;115.422512626;8;0;-20.7644251559;0.0508725155925;-3.246;2.36101611227;0.383888167013;0.34571;218.964;-7.99;0.0
b'TRAUFZY12903CD738A';b'classic pop and rock';"b""Watch The Sunrise [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973]""";b'Big Star';b'Keep An Eye On The Sky';0.496508118721;0.37382027559;0.0;0;160.68;4;22050;100.323176667;120.099304684;118.977676087;120.098869206;4;0;-16.169419467;0.0544655040556;-2.438;3.76652047122;0.327993626883;0.1883;233.419;-7.724;0.0
b'TRAUFCU128F42882B7';b'folk';b'Fall Line';b'Jack Johnson and Friends / Matt Costa';b'Talk Of The Town';0.643072292611;nan;0.0;2003;150.519;4;22050;64.97912625;68.2335187021;67.8326725;68.2333255081;3;1;-19.9944668094;0.0647201927195;-6.056;-2.71998786581;0.309135974304;0.32798;136.306;-11.234;0.0
b'TRAUFHQ128F9304F9B';NA;b'Own Me';b'The Frequency';b'THE FREQUENCY';0.335041777037;0.215080318509;0.0;2004;153.667;4;22050;122.17538;141.914512314;141.328885967;141.816890558;7;1;-24.4711577825;0.0383689552239;-5.884;0.971632966122;0.360729862592;0.18349;272.086;-11.221;0.0
b'TRAUFLO12903CCE816';NA;b'Me vuelves loco';b'Caballo Dorado';b'No dejes de bailar';0.302942927851;0.0;0.0;0;161.486;4;22050;76.4302176923;89.081296952;88.3386063025;89.0812094473;2;1;-18.1280026774;0.0473184069612;-4.167;7.72029395359;0.309834225792;0.22254;177.818;-8.221;0.0
b'TRAUFRR128F930B7CC';b'german';b'Das ist mein Viertel';b'Eko Fresh feat. Capkekz';b'Hart(z) IV';0.355905629781;0.270775998946;0.0;0;94.998;4;22050;104.44264875;117.068831386;116.117093077;117.068872648;8;1;-15.2160631673;0.0548026868327;0.911;8.04188011566;0.342586150652;0.53696;231.056;-2.653;0.0
b'TRAUFZP12903CF266F';NA;b'The Other Side Of That Hill';b'Barbara Fairchild';b'He Kept On Loving Me';0.371237573581;nan;0.0;0;151.676;4;22050;140.349274706;158.894924015;158.29910135;158.894711903;2;1;-18.4270884495;0.063438616025;-3.797;0.0326803676726;0.251355445716;0.75252;318.671;-8.159;0.0
b'TRAUFRH128F93502AC';NA;b'Morghe Eshgh';b'Mohammad Nouri';b'Paeez - Persian Music';0.366502174186;0.299877488274;0.0;0;85.56;3;22050;88.0990345455;109.912161502;109.856876465;109.910481818;3;1;-25.2709396378;0.125122937626;-12.788;6.47956354795;0.23852297116;0.27533;214.425;-17.661;0.0
b'TRAUOPC128F92F5EDE';b'canadian';"b""It Ain't What It Seems""";b'Pat Travers';b'Putting It Straight';0.384018128543;0.334706549069;0.0;0;138.966;1;22050;91.106306;111.164247622;111.164247622;111.164306855;11;0;-16.754739899;0.0507114772727;-3.149;3.25522380051;0.394078808923;0.19977;214.332;-7.284;0.0
b'TRAUORF128F424D160';NA;b'1er Gaou';b'Magic Systeme';"b""Ivoir' Compil_ Vol. 4""";0.0;nan;0.0;0;120.693;4;22050;126.248184545;142.995706;142.001437972;143.119996922;0;1;-20.5495721429;0.0446093714286;-1.924;6.35167916667;0.434380297619;0.2659;287.346;-7.715;0.0
b'TRAUOLH128F92FA158';NA;b'The Very Conscious';b'The Antripodean Collective';b'The Massacre of the Egos';0.366502174186;0.0;0.0;0;60.641;5;22050;266.2565392;354.916035661;347.184478544;355.079766788;0;1;-27.3459581954;0.0669068874172;-3.147;14.2914055257;0.297870619481;0.20018;710.171;-12.044;0.0
b'TRAUODU128F9307467';b'alternative rock';b'Tripping Billies';b'DAVE MATTHEWS BAND';b'Live At Red Rocks 8.15.95';0.63858801235;nan;0.0;1993;125.159;1;22050;141.88742875;145.843827885;145.843827885;145.72598773;11;0;-12.1687808471;0.0530461510129;-1.037;7.99413098527;0.420832565991;0.71084;281.49;-4.62;0.0
b'TRAUOEZ12903CAC030';b'a cappella';b'O For a Thousand Tongues';b'Glad';b'Acapella Project Vol. 1';0.372232888611;0.0;0.0;0;105.364;7;22050;96.1922557143;98.6101275637;91.8655459574;98.7509567847;9;1;-23.9375838264;0.0830317948718;-11.147;11.2104079553;0.318893491124;2.10925;197.48;-14.807;0.0
b'TRAUOPR128F933634F';NA;b'Back A Yard';b'The In Crowd';b'His Majesty Is Coming';0.378478309106;nan;0.0;1979;121.713;4;22050;117.074007;133.920529963;132.933741791;133.838282129;1;0;-22.2842061955;0.0535726331075;-3.745;5.28244724105;0.344448612456;0.3337;266.814;-8.333;0.0
b'TRAUOXB128F146573B';b'british';b'Ja Nun Hons Pris';b'Bryan Ferry';b'Frantic';0.561830537939;0.434838090261;0.0;2002;82.568;3;22050;3.989795;16.9742611765;16.8090971429;16.9671342574;7;0;-29.1786896552;0.109580804598;-13.584;6.11000670498;0.313101532567;0.18866;32.316;-18.161;0.0
b'TRAUOPE128EF367610';b'rap rock';b'Given Up (Album Version)';b'Linkin Park';b'Minutes To Midnight';0.79114300239;0.586924698042;0.0;2007;100.073;4;22050;83.7966757143;93.5630073718;92.063934026;93.5630257303;4;0;-14.3482919509;0.0394085948158;-0.583;12.3981791724;0.413467144156;0.28748;185.556;-4.034;0.0
